min_freq,max_freq,n_words,actual_words,clusters_init,iteration,it_converged,it_clusters,it_time
0.06,0.09,100,100,20,3,0,5,6.081602096557617
0.06,0.09,100,100,20,4,0,4,3.760960102081299
0.06,0.09,100,100,20,5,0,4,3.484177827835083
0.06,0.09,100,100,20,6,0,3,3.412252426147461
0.06,0.09,100,100,20,7,0,3,3.1598615646362305
0.06,0.09,100,100,20,8,0,2,3.220008611679077
0.06,0.09,100,100,20,9,1,2,2.3467659950256348
0.6,0.9,100,4,20,1,0,6,2.5907375812530518
0.6,0.9,100,4,20,2,0,6,2.331089735031128
0.6,0.9,100,4,20,3,0,6,2.307541847229004
0.6,0.9,100,4,20,4,0,6,2.277752637863159
0.6,0.9,100,4,20,5,0,6,2.2978768348693848
0.6,0.9,100,4,20,6,0,6,2.4530112743377686
0.6,0.9,100,4,20,7,0,6,2.2645437717437744
0.6,0.9,100,4,20,8,0,6,2.377121686935425
0.6,0.9,100,4,20,9,0,6,2.3588454723358154
0.6,0.9,100,4,20,10,0,6,2.3350400924682617
0.6,0.9,100,4,20,11,0,6,2.3289759159088135
0.6,0.9,100,4,20,12,0,6,2.3242342472076416
0.6,0.9,100,4,20,13,0,6,2.264352560043335
0.6,0.9,100,4,20,14,0,6,2.282200336456299
0.6,0.9,100,4,20,15,0,6,2.340916156768799
0.6,0.9,100,4,20,16,0,6,2.2617149353027344
0.6,0.9,100,4,20,17,0,6,2.3404674530029297
0.6,0.9,100,4,20,18,0,6,2.28356671333313
0.6,0.9,100,4,20,19,0,6,2.3685035705566406
0.6,0.9,100,4,20,20,0,6,2.3858325481414795
0.6,1.0,100,5,20,1,0,7,2.8422465324401855
0.6,1.0,100,5,20,2,0,4,2.3999698162078857
0.6,1.0,100,5,20,3,0,3,2.3724491596221924
0.6,1.0,100,5,20,4,0,3,2.3586442470550537
0.6,1.0,100,5,20,5,0,3,2.3889362812042236
0.6,1.0,100,5,20,6,0,3,2.286022424697876
0.6,1.0,100,5,20,7,0,3,2.283531427383423
0.6,1.0,100,5,20,8,0,3,2.4208741188049316
0.6,1.0,100,5,20,9,0,3,2.2492012977600098
0.6,1.0,100,5,20,10,0,3,2.40413236618042
0.6,1.0,100,5,20,11,0,3,2.2954933643341064
0.6,1.0,100,5,20,12,0,3,2.2917401790618896
0.6,1.0,100,5,20,13,0,3,2.2444839477539062
0.6,1.0,100,5,20,14,0,3,2.365324020385742
0.6,1.0,100,5,20,15,0,3,2.2502903938293457
0.6,1.0,100,5,20,16,0,3,2.3490664958953857
0.6,1.0,100,5,20,17,0,3,2.274876594543457
0.6,1.0,100,5,20,18,0,3,2.3141591548919678
0.6,1.0,100,5,20,19,0,3,2.24135160446167
0.6,1.0,100,5,20,20,0,3,2.530655860900879
0.07,0.1,100,100,20,1,0,16,3.4764516353607178
0.07,0.1,100,100,20,2,0,16,5.607380628585815
0.07,0.1,100,100,20,3,0,11,7.334136724472046
0.07,0.1,100,100,20,4,0,4,5.518201589584351
0.07,0.1,100,100,20,5,0,2,3.5791823863983154
0.07,0.1,100,100,20,6,1,2,2.286022424697876
0.07,0.08,100,67,20,1,0,8,3.0680203437805176
0.07,0.08,100,67,20,2,0,8,4.369382619857788
0.07,0.08,100,67,20,3,0,1,4.3601531982421875
0.07,0.08,100,67,20,4,1,1,5.518201589584351
0.7,0.8,100,3,20,1,0,4,2.4904613494873047
0.7,0.8,100,3,20,2,1,4,4.369382619857788
0.07,0.09,100,100,20,1,0,16,3.4517252445220947
0.07,0.09,100,100,20,2,0,16,5.903934478759766
0.07,0.09,100,100,20,3,0,8,6.928537607192993
0.07,0.09,100,100,20,4,0,4,4.612316370010376
0.07,0.09,100,100,20,5,0,3,3.6008169651031494
0.07,0.09,100,100,20,6,0,3,3.2628891468048096
0.07,0.09,100,100,20,7,0,3,3.268080472946167
0.07,0.09,100,100,20,8,0,3,3.40112566947937
0.07,0.09,100,100,20,9,0,3,3.313872814178467
0.07,0.09,100,100,20,10,0,3,3.2684483528137207
0.07,0.09,100,100,20,11,0,3,3.3631627559661865
0.07,0.09,100,100,20,12,0,3,3.388502836227417
0.07,0.09,100,100,20,13,0,3,3.2608165740966797
0.07,0.09,100,100,20,14,0,3,3.2311108112335205
0.07,0.09,100,100,20,15,0,3,3.6087751388549805
0.07,0.09,100,100,20,16,0,3,3.804788827896118
0.07,0.09,100,100,20,17,0,3,3.63039231300354
0.07,0.09,100,100,20,18,0,3,3.3116257190704346
0.07,0.09,100,100,20,19,0,3,3.2844066619873047
0.07,0.09,100,100,20,20,0,3,3.316009998321533
0.7,0.9,100,3,20,1,0,4,2.5687644481658936
0.7,0.9,100,3,20,2,0,2,2.2160027027130127
0.7,0.9,100,3,20,3,0,1,2.349189043045044
0.7,0.9,100,3,20,4,1,1,4.612316370010376
0.7,1.0,100,4,20,1,0,6,2.718775749206543
0.7,1.0,100,4,20,2,0,3,2.3223633766174316
0.7,1.0,100,4,20,3,0,2,2.317390203475952
0.7,1.0,100,4,20,4,1,2,4.612316370010376
0.08,0.1,100,93,20,1,0,18,3.3244457244873047
0.08,0.1,100,93,20,2,0,18,6.164731740951538
0.08,0.1,100,93,20,3,0,4,7.190779447555542
0.08,0.1,100,93,20,4,0,4,3.400691032409668
0.08,0.1,100,93,20,5,0,4,3.4224495887756348
0.08,0.1,100,93,20,6,0,4,3.449455976486206
0.08,0.1,100,93,20,7,0,4,3.4505889415740967
0.08,0.1,100,93,20,8,0,4,3.5033228397369385
0.08,0.1,100,93,20,9,0,4,3.5618436336517334
0.08,0.1,100,93,20,10,0,4,3.4761147499084473
0.08,0.1,100,93,20,11,0,4,3.335172414779663
0.08,0.1,100,93,20,12,0,4,3.480253219604492
0.08,0.1,100,93,20,13,0,4,3.520911693572998
0.08,0.1,100,93,20,14,0,4,3.437270402908325
0.08,0.1,100,93,20,15,0,4,3.4701390266418457
0.08,0.1,100,93,20,16,0,4,3.731492042541504
0.08,0.1,100,93,20,17,0,4,3.5082497596740723
0.08,0.1,100,93,20,18,0,4,4.047710418701172
0.08,0.1,100,93,20,19,0,4,3.4940688610076904
0.08,0.1,100,93,20,20,0,4,3.3829970359802246
0.08,0.09,100,51,20,1,0,11,2.8069233894348145
0.08,0.09,100,51,20,2,0,11,3.327005386352539
0.08,0.09,100,51,20,3,0,1,3.799511194229126
0.08,0.09,100,51,20,4,1,1,3.400691032409668
0.09,0.1,100,42,20,1,0,9,2.738527536392212
0.09,0.1,100,42,20,2,0,9,3.0574636459350586
0.09,0.1,100,42,20,3,0,1,3.324894428253174
0.09,0.1,100,42,20,4,1,1,3.400691032409668
