ncores,repetition,iteration,time
10,9,9,5.236892461776733
10,9,10,5.275470972061157
10,10,1,3.1260080337524414
10,10,2,4.911872386932373
10,10,3,6.161426305770874
10,10,4,5.95469331741333
10,10,5,5.2738237380981445
10,10,6,5.350334882736206
10,10,7,5.291186809539795
10,10,8,5.330600023269653
10,10,9,5.275126934051514
10,10,10,5.2803709506988525
11,1,1,3.2270045280456543
11,1,2,4.935318470001221
11,1,3,6.388111352920532
11,1,4,6.361895322799683
11,1,5,5.544425010681152
11,1,6,5.383179187774658
11,1,7,5.472012281417847
11,1,8,5.379527807235718
11,1,9,5.520519733428955
11,1,10,5.5200676918029785
11,2,1,3.2382633686065674
11,2,2,4.911913871765137
11,2,3,6.296372175216675
11,2,4,6.356763601303101
11,2,5,5.541211128234863
11,2,6,5.380751848220825
11,2,7,5.481255769729614
11,2,8,5.530313491821289
11,2,9,5.442180871963501
11,2,10,5.505664825439453
11,3,1,3.2864747047424316
11,3,2,4.977959156036377
11,3,3,6.250368118286133
11,3,4,6.355585336685181
11,3,5,5.567989349365234
11,3,6,5.490513324737549
11,3,7,5.442802906036377
11,3,8,5.394709587097168
11,3,9,5.56603741645813
11,3,10,5.391329288482666
11,4,1,3.2410974502563477
11,4,2,4.943420886993408
11,4,3,6.319820404052734
11,4,4,6.191664218902588
11,4,5,5.431096076965332
11,4,6,5.502202749252319
11,4,7,5.3786656856536865
11,4,8,5.4740214347839355
11,4,9,5.524212598800659
11,4,10,5.44416618347168
11,5,1,3.2562954425811768
11,5,2,5.048929452896118
11,5,3,6.356462001800537
11,5,4,6.367816925048828
11,5,5,5.5117082595825195
11,5,6,5.417442321777344
11,5,7,5.58578085899353
11,5,8,5.70511531829834
11,5,9,5.3771562576293945
11,5,10,5.526046514511108
11,6,1,3.300865650177002
11,6,2,4.935133457183838
11,6,3,6.385375022888184
11,6,4,6.369239807128906
11,6,5,5.458683490753174
11,6,6,5.357905387878418
11,6,7,5.50992226600647
11,6,8,5.48855996131897
11,6,9,5.406518459320068
11,6,10,5.457063674926758
11,7,1,3.247382879257202
11,7,2,5.0666022300720215
11,7,3,6.262835502624512
11,7,4,6.339719772338867
11,7,5,5.5235795974731445
11,7,6,5.424238681793213
11,7,7,5.507530450820923
11,7,8,5.3924720287323
11,7,9,5.360702991485596
11,7,10,5.540079355239868
11,8,1,3.275862455368042
11,8,2,5.037386655807495
11,8,3,6.242670297622681
11,8,4,6.20585036277771
11,8,5,5.442549467086792
11,8,6,5.45565390586853
11,8,7,5.404600143432617
11,8,8,5.433851480484009
11,8,9,5.5031514167785645
11,8,10,5.5211451053619385
11,9,1,3.282167673110962
